title,stars_rating,url,price_pounds,price_rubles
The Infinities,1,the-infinities_257/index.html,27.41,2820.21
The Husband's Secret,5,the-husbands-secret_256/index.html,52.51,5402.75
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,47.8,4918.14
The Guns of August,2,the-guns-of-august_254/index.html,14.54,1496.02
The Guernsey Literary and Potato Peel Pie Society,1,the-guernsey-literary-and-potato-peel-pie-society_253/index.html,49.53,5096.14
The Goldfinch,3,the-goldfinch_252/index.html,43.58,4483.95
The Giver (The Giver Quartet #1),1,the-giver-the-giver-quartet-1_251/index.html,12.3,1265.55
The Girl with All the Gifts,3,the-girl-with-all-the-gifts_250/index.html,49.47,5089.97
The Girl Who Played with Fire (Millennium Trilogy #2),2,the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,22.14,2277.98
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,57.48,5914.12
The Exiled,3,the-exiled_247/index.html,43.45,4470.57
"The End of Faith: Religion, Terror, and the Future of Reason",4,the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,22.13,2276.96
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,13.03,1340.66
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,57.35,5900.74
The Devil Wears Prada (The Devil Wears Prada #1),1,the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,44.29,4557.0
The Demon-Haunted World: Science as a Candle in the Dark,4,the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,52.25,5376.0
The Day the Crayons Came Home (Crayons),5,the-day-the-crayons-came-home-crayons_241/index.html,26.33,2709.09
The Da Vinci Code (Robert Langdon #2),2,the-da-vinci-code-robert-langdon-2_240/index.html,22.96,2362.35
The Cuckoo's Calling (Cormoran Strike #1),1,the-cuckoos-calling-cormoran-strike-1_239/index.html,19.21,1976.52
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,26.78,2755.39
The Complete Poems,5,the-complete-poems_237/index.html,41.32,4251.41
The Catcher in the Rye,1,the-catcher-in-the-rye_236/index.html,24.55,2525.95
The Cat in the Hat (Beginner Books B-1),2,the-cat-in-the-hat-beginner-books-b-1_235/index.html,16.26,1672.99
The Case for Christ (Cases for Christianity),1,the-case-for-christ-cases-for-christianity_234/index.html,47.84,4922.26
The Book Thief,2,the-book-thief_233/index.html,53.49,5503.59
The Book of Basketball: The NBA According to The Sports Guy,5,the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,44.84,4613.59
The Blind Side: Evolution of a Game,5,the-blind-side-evolution-of-a-game_231/index.html,53.71,5526.22
The Autobiography of Malcolm X,2,the-autobiography-of-malcolm-x_230/index.html,23.43,2410.71
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,34.32,3531.18
The Art of Fielding,1,the-art-of-fielding_228/index.html,22.1,2273.87
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,25.83,2657.65
Stiff: The Curious Lives of Human Cadavers,3,stiff-the-curious-lives-of-human-cadavers_226/index.html,36.74,3780.18
Spilled Milk: Based on a True Story,1,spilled-milk-based-on-a-true-story_225/index.html,49.51,5094.08
Something Borrowed (Darcy & Rachel #1),5,something-borrowed-darcy-rachel-1_224/index.html,48.96,5037.49
Something Blue (Darcy & Rachel #2),1,something-blue-darcy-rachel-2_223/index.html,54.62,5619.85
Soldier (Talon #3),2,soldier-talon-3_222/index.html,24.72,2543.44
Shopaholic & Baby (Shopaholic #5),2,shopaholic-baby-shopaholic-5_221/index.html,46.45,4779.24
Seven Days in the Art World,2,seven-days-in-the-art-world_220/index.html,52.33,5384.23
Seven Brief Lessons on Physics,4,seven-brief-lessons-on-physics_219/index.html,30.6,3148.43
Scarlet (The Lunar Chronicles #2),4,scarlet-the-lunar-chronicles-2_218/index.html,14.57,1499.11
Sarah's Key,1,sarahs-key_217/index.html,46.29,4762.78
"Saga, Volume 3 (Saga (Collected Editions) #3)",5,saga-volume-3-saga-collected-editions-3_216/index.html,21.57,2219.34
Running with Scissors,4,running-with-scissors_215/index.html,12.91,1328.31
Rogue Lawyer (Rogue Lawyer #1),3,rogue-lawyer-rogue-lawyer-1_214/index.html,50.11,5155.82
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,41.67,4287.43
Rework,2,rework_212/index.html,44.88,4617.7
Reservations for Two,3,reservations-for-two_211/index.html,11.1,1142.08
Red: The True Story of Red Riding Hood,3,red-the-true-story-of-red-riding-hood_210/index.html,28.54,2936.48
Ready Player One,4,ready-player-one_209/index.html,19.07,1962.11
Quiet: The Power of Introverts in a World That Can't Stop Talking,1,quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,43.55,4480.86
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,43.63,4489.09
Persepolis: The Story of a Childhood (Persepolis #1-2),1,persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,39.13,4026.09
Packing for Mars: The Curious Science of Life in the Void,2,packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,56.68,5831.81
Outliers: The Story of Success,1,outliers-the-story-of-success_204/index.html,14.16,1456.92
Original Fake,3,original-fake_203/index.html,31.45,3235.89
Orange Is the New Black,2,orange-is-the-new-black_202/index.html,24.61,2532.12
One for the Money (Stephanie Plum #1),2,one-for-the-money-stephanie-plum-1_201/index.html,32.87,3381.99
Notes from a Small Island (Notes From a Small Island #1),1,notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,40.17,4133.09
Night (The Night Trilogy #1),1,night-the-night-trilogy-1_199/index.html,13.51,1390.04
Neither Here nor There: Travels in Europe,3,neither-here-nor-there-travels-in-europe_198/index.html,38.95,4007.57
Naked,3,naked_197/index.html,31.69,3260.58
Morning Star (Red Rising #3),1,morning-star-red-rising-3_196/index.html,29.4,3024.97
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,57.83,5950.13
Midnight Riot (Peter Grant/ Rivers of London - books #1),2,midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,55.46,5706.28
Me Talk Pretty One Day,2,me-talk-pretty-one-day_193/index.html,57.6,5926.46
Manuscript Found in Accra,2,manuscript-found-in-accra_192/index.html,34.98,3599.09
Lust & Wonder,2,lust-wonder_191/index.html,11.87,1221.3
Lila (Gilead #3),3,lila-gilead-3_190/index.html,12.47,1283.04
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,33.26,3422.12
Life Without a Recipe,5,life-without-a-recipe_188/index.html,59.04,6074.63
Life After Life,2,life-after-life_187/index.html,26.13,2688.52
Letter to a Christian Nation,1,letter-to-a-christian-nation_186/index.html,22.2,2284.16
Let's Pretend This Never Happened: A Mostly True Memoir,1,lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,45.11,4641.37
Legend (Legend #1),4,legend-legend-1_184/index.html,43.69,4495.26
"Lean In: Women, Work, and the Will to Lead",1,lean-in-women-work-and-the-will-to-lead_183/index.html,25.02,2574.31
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,55.5,5710.4
Lady Renegades (Rebel Belle #3),5,lady-renegades-rebel-belle-3_181/index.html,53.04,5457.29
Jurassic Park (Jurassic Park #1),1,jurassic-park-jurassic-park-1_180/index.html,44.97,4626.96
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,42.38,4360.48
Is Everyone Hanging Out Without Me? (And Other Concerns),3,is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,20.11,2069.12
Into the Wild,5,into-the-wild_177/index.html,56.7,5833.86
Inferno (Robert Langdon #4),5,inferno-robert-langdon-4_176/index.html,41.0,4218.49
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,28.85,2968.38
If I Run (If I Run #1),4,if-i-run-if-i-run-1_174/index.html,49.97,5141.41
I've Got Your Number,1,ive-got-your-number_173/index.html,19.69,2025.9
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,28.88,2971.46
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,33.14,3409.77
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,43.7,4496.29
House of Leaves,1,house-of-leaves_169/index.html,54.89,5647.63
Horrible Bear!,2,horrible-bear_168/index.html,37.52,3860.43
Holidays on Ice,2,holidays-on-ice_167/index.html,51.07,5254.59
Heir to the Sky,4,heir-to-the-sky_166/index.html,44.07,4534.36
Green Eggs and Ham (Beginner Books B-16),4,green-eggs-and-ham-beginner-books-b-16_165/index.html,10.79,1110.18
"Grayson, Vol 3: Nemesis (Grayson #3)",1,grayson-vol-3-nemesis-grayson-3_164/index.html,42.72,4395.46
Gratitude,5,gratitude_163/index.html,26.66,2743.05
Gone Girl,5,gone-girl_162/index.html,37.6,3868.66
Golden (Heart of Dread #3),4,golden-heart-of-dread-3_161/index.html,42.21,4342.99
Girl in the Blue Coat,2,girl-in-the-blue-coat_160/index.html,46.83,4818.34
"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,fruits-basket-vol-3-fruits-basket-3_159/index.html,45.17,4647.54
"Friday Night Lights: A Town, a Team, and a Dream",3,friday-night-lights-a-town-a-team-and-a-dream_158/index.html,51.22,5270.03
Fire Bound (Sea Haven/Sisters of the Heart #5),4,fire-bound-sea-havensisters-of-the-heart-5_157/index.html,21.28,2189.5
Fifty Shades Freed (Fifty Shades #3),5,fifty-shades-freed-fifty-shades-3_156/index.html,15.36,1580.39
Fellside,1,fellside_155/index.html,38.62,3973.61
Extreme Prey (Lucas Davenport #26),3,extreme-prey-lucas-davenport-26_154/index.html,25.4,2613.41
Eragon (The Inheritance Cycle #1),3,eragon-the-inheritance-cycle-1_153/index.html,43.87,4513.78
Eclipse (Twilight #3),1,eclipse-twilight-3_152/index.html,18.74,1928.16
Dune (Dune #1),1,dune-dune-1_151/index.html,54.86,5644.55
Dracula,3,dracula_150/index.html,52.62,5414.07
Do Androids Dream of Electric Sheep? (Blade Runner #1),1,do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,51.48,5296.78
Disrupted: My Misadventure in the Start-Up Bubble,5,disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,15.28,1572.16
Dead Wake: The Last Crossing of the Lusitania,5,dead-wake-the-last-crossing-of-the-lusitania_147/index.html,39.24,4037.4
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,17.81,1832.47
Darkfever (Fever #1),1,darkfever-fever-1_145/index.html,56.02,5763.9
Dark Places,5,dark-places_144/index.html,23.9,2459.07
Crazy Rich Asians (Crazy Rich Asians #1),5,crazy-rich-asians-crazy-rich-asians-1_143/index.html,49.13,5054.99
Counting Thyme,1,counting-thyme_142/index.html,10.62,1092.69
Cosmos,2,cosmos_141/index.html,36.17,3721.53
Civilization and Its Discontents,2,civilization-and-its-discontents_140/index.html,59.95,6168.26
Cinder (The Lunar Chronicles #1),1,cinder-the-lunar-chronicles-1_139/index.html,26.09,2684.4
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,37.35,3842.94
Career of Evil (Cormoran Strike #3),2,career-of-evil-cormoran-strike-3_137/index.html,24.72,2543.44
Breaking Dawn (Twilight #4),5,breaking-dawn-twilight-4_136/index.html,35.28,3629.96
Brave Enough,5,brave-enough_135/index.html,51.32,5280.31
Boy Meets Boy,3,boy-meets-boy_134/index.html,21.12,2173.04
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,27.35,2814.04
Blink: The Power of Thinking Without Thinking,5,blink-the-power-of-thinking-without-thinking_132/index.html,21.74,2236.83
Black Flags: The Rise of ISIS,1,black-flags-the-rise-of-isis_131/index.html,40.87,4205.11
"Black Butler, Vol. 1 (Black Butler #1)",1,black-butler-vol-1-black-butler-1_130/index.html,49.31,5073.51
Big Little Lies,1,big-little-lies_129/index.html,22.11,2274.9
Between Shades of Gray,5,between-shades-of-gray_128/index.html,20.79,2139.08
Best of My Love (Fool's Gold #20),2,best-of-my-love-fools-gold-20_127/index.html,27.41,2820.21
Beowulf,2,beowulf_126/index.html,38.35,3945.83
Beautiful Creatures (Caster Chronicles #1),5,beautiful-creatures-caster-chronicles-1_125/index.html,21.55,2217.28
Awkward,2,awkward_124/index.html,38.02,3911.88
Ash,4,ash_123/index.html,22.06,2269.75
Are We There Yet?,3,are-we-there-yet_122/index.html,10.66,1096.81
Are We Smart Enough to Know How Smart Animals Are?,1,are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,56.58,5821.52
Annie on My Mind,5,annie-on-my-mind_120/index.html,36.83,3789.44
And Then There Were None,2,and-then-there-were-none_119/index.html,35.01,3602.18
A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,30.48,3136.09
A Visit from the Goon Squad,5,a-visit-from-the-goon-squad_117/index.html,14.08,1448.69
A Storm of Swords (A Song of Ice and Fire #3),2,a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,31.22,3212.23
A Heartbreaking Work of Staggering Genius,5,a-heartbreaking-work-of-staggering-genius_115/index.html,54.29,5585.9
8 Keys to Mental Health Through Exercise,1,8-keys-to-mental-health-through-exercise_114/index.html,31.04,3193.71
#GIRLBOSS,1,girlboss_113/index.html,50.96,5243.27
"The Suffragettes (Little Black Classics, #96)",2,the-suffragettes-little-black-classics-96_112/index.html,11.89,1223.36
The Sense of an Ending,3,the-sense-of-an-ending_111/index.html,31.38,3228.69
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,54.81,5639.4
The Course of Love,3,the-course-of-love_109/index.html,16.78,1726.49
Sugar Rush (Offensive Line #2),1,sugar-rush-offensive-line-2_108/index.html,24.42,2512.57
"Saga, Volume 2 (Saga (Collected Editions) #2)",3,saga-volume-2-saga-collected-editions-2_107/index.html,11.75,1208.96
"Run, Spot, Run: The Ethics of Keeping Pets",1,run-spot-run-the-ethics-of-keeping-pets_106/index.html,20.02,2059.86
New Moon (Twilight #2),4,new-moon-twilight-2_105/index.html,12.86,1323.17
Life,5,life_104/index.html,31.58,3249.27
Kindle Paperwhite User's Guide,3,kindle-paperwhite-users-guide_103/index.html,34.0,3498.26
H is for Hawk,5,h-is-for-hawk_102/index.html,57.42,5907.94
Girl Online On Tour (Girl Online #2),1,girl-online-on-tour-girl-online-2_101/index.html,53.47,5501.53
"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,fruits-basket-vol-2-fruits-basket-2_100/index.html,11.64,1197.64
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,52.88,5440.82
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,18.51,1904.49
While You Were Mine,5,while-you-were-mine_97/index.html,41.32,4251.41
Where Lightning Strikes (Bleeding Stars #3),3,where-lightning-strikes-bleeding-stars-3_96/index.html,39.77,4091.94
When I'm Gone,3,when-im-gone_95/index.html,51.96,5346.16
Ways of Seeing,5,ways-of-seeing_94/index.html,39.51,4065.18
"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,vampire-knight-vol-1-vampire-knight-1_93/index.html,15.4,1584.51
Vampire Girl (Vampire Girl #1),2,vampire-girl-vampire-girl-1_92/index.html,53.82,5537.54
Twenty Love Poems and a Song of Despair,4,twenty-love-poems-and-a-song-of-despair_91/index.html,30.95,3184.45
Travels with Charley: In Search of America,5,travels-with-charley-in-search-of-america_90/index.html,57.82,5949.1
Three Wishes (River of Time: California #1),2,three-wishes-river-of-time-california-1_89/index.html,44.18,4545.68
This One Moment (Pushing Limits #1),1,this-one-moment-pushing-limits-1_88/index.html,48.71,5011.77
The Zombie Room,5,the-zombie-room_87/index.html,19.69,2025.9
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,36.52,3757.54
The Tumor,5,the-tumor_85/index.html,41.56,4276.11
The Story of Hong Gildong,4,the-story-of-hong-gildong_84/index.html,43.19,4443.82
The Silent Wife,5,the-silent-wife_83/index.html,12.34,1269.66
The Silent Twin (Detective Jennifer Knight #3),3,the-silent-twin-detective-jennifer-knight-3_82/index.html,36.25,3729.76
The Selfish Gene,1,the-selfish-gene_81/index.html,29.45,3030.11
The Secret Healer,3,the-secret-healer_80/index.html,34.56,3555.88
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,54.12,5568.41
The Republic,3,the-republic_78/index.html,33.78,3475.62
The Odyssey,3,the-odyssey_77/index.html,29.64,3049.66
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,57.7,5936.75
The Nicomachean Ethics,1,the-nicomachean-ethics_75/index.html,36.34,3739.02
The Name of the Wind (The Kingkiller Chronicle #1),3,the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,50.59,5205.21
The Mirror & the Maze (The Wrath and the Dawn #1.5),1,the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,29.38,3022.91
The Little Prince,2,the-little-prince_72/index.html,45.42,4673.26
The Light of the Fireflies,1,the-light-of-the-fireflies_71/index.html,54.43,5600.3
The Last Girl (The Dominion Trilogy #1),2,the-last-girl-the-dominion-trilogy-1_70/index.html,36.26,3730.79
The Iliad,1,the-iliad_69/index.html,16.16,1662.7
The Hook Up (Game On #1),5,the-hook-up-game-on-1_68/index.html,36.29,3733.88
The Haters,5,the-haters_67/index.html,27.89,2869.6
The Girl You Lost,5,the-girl-you-lost_66/index.html,12.29,1264.52
The Girl In The Ice (DCI Erika Foster #1),3,the-girl-in-the-ice-dci-erika-foster-1_65/index.html,15.85,1630.81
The End of the Jesus Era (An Investigation #1),1,the-end-of-the-jesus-era-an-investigation-1_64/index.html,14.4,1481.62
The Edge of Reason (Bridget Jones #2),4,the-edge-of-reason-bridget-jones-2_63/index.html,19.18,1973.43
The Complete Maus (Maus #1-2),3,the-complete-maus-maus-1-2_62/index.html,10.64,1094.75
The Communist Manifesto,3,the-communist-manifesto_61/index.html,14.76,1518.66
The Bhagavad Gita,3,the-bhagavad-gita_60/index.html,57.49,5915.15
The Bette Davis Club,3,the-bette-davis-club_59/index.html,30.66,3154.61
The Art of Not Breathing,4,the-art-of-not-breathing_58/index.html,40.83,4201.0
Taking Shots (Assassins #1),2,taking-shots-assassins-1_57/index.html,18.88,1942.56
Starlark,3,starlark_56/index.html,25.83,2657.65
"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,skip-beat-vol-01-skip-beat-1_55/index.html,42.12,4333.73
Sister Sable (The Mad Queen #1),3,sister-sable-the-mad-queen-1_54/index.html,13.33,1371.52
Shatter Me (Shatter Me #1),1,shatter-me-shatter-me-1_53/index.html,42.4,4362.54
Shameless,3,shameless_52/index.html,58.35,6003.63
Shadow Rites (Jane Yellowrock #10),4,shadow-rites-jane-yellowrock-10_51/index.html,21.72,2234.77
Settling the Score (The Summer Games #1),2,settling-the-score-the-summer-games-1_50/index.html,44.91,4620.79
Sense and Sensibility,1,sense-and-sensibility_49/index.html,37.46,3854.26
"Saga, Volume 1 (Saga (Collected Editions) #1)",1,saga-volume-1-saga-collected-editions-1_48/index.html,28.48,2930.31
"Rhythm, Chord & Malykhin",2,rhythm-chord-malykhin_47/index.html,28.34,2915.9
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,46.96,4831.71
Paradise Lost (Paradise #1),1,paradise-lost-paradise-1_45/index.html,24.96,2568.13
"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,paper-girls-vol-1-paper-girls-1-5_44/index.html,21.71,2233.74
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",3,ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,29.87,3073.32
Origins (Alphas 0.5),1,origins-alphas-05_42/index.html,28.99,2982.78
One Second (Seven #7),2,one-second-seven-7_41/index.html,52.94,5447.0
On the Road (Duluoz Legend),3,on-the-road-duluoz-legend_40/index.html,32.36,3329.52
Old Records Never Die: One Man's Quest for His Vinyl and His Past,2,old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,55.66,5726.86
Off Sides (Off #1),5,off-sides-off-1_38/index.html,39.45,4059.01
Of Mice and Men,2,of-mice-and-men_37/index.html,47.11,4847.15
Myriad (Prentor #1),4,myriad-prentor-1_36/index.html,58.75,6044.79
My Perfect Mistake (Over the Top #1),2,my-perfect-mistake-over-the-top-1_35/index.html,38.92,4004.48
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",4,ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,39.39,4052.84
Meditations,2,meditations_33/index.html,25.89,2663.82
Matilda,1,matilda_32/index.html,28.34,2915.9
Lost Among the Living,4,lost-among-the-living_31/index.html,27.7,2850.05
Lord of the Flies,3,lord-of-the-flies_30/index.html,24.89,2560.93
Listen to Me (Fusion #1),3,listen-to-me-fusion-1_29/index.html,58.99,6069.48
Kitchens of the Great Midwest,5,kitchens-of-the-great-midwest_28/index.html,57.2,5885.31
Jane Eyre,5,jane-eyre_27/index.html,38.43,3954.06
Imperfect Harmony,4,imperfect-harmony_26/index.html,34.74,3574.4
Icing (Aces Hockey #2),4,icing-aces-hockey-2_25/index.html,40.44,4160.87
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",3,hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,45.24,4654.74
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),4,having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,34.96,3597.03
"Giant Days, Vol. 1 (Giant Days #1-4)",4,giant-days-vol-1-giant-days-1-4_22/index.html,56.76,5840.04
"Fruits Basket, Vol. 1 (Fruits Basket #1)",5,fruits-basket-vol-1-fruits-basket-1_21/index.html,40.28,4144.41
Frankenstein,2,frankenstein_20/index.html,38.0,3909.82
Forever Rockers (The Rocker #12),3,forever-rockers-the-rocker-12_19/index.html,28.8,2963.23
Fighting Fate (Fighting #6),3,fighting-fate-fighting-6_18/index.html,39.24,4037.4
Emma,2,emma_17/index.html,32.93,3388.17
"Eat, Pray, Love",3,eat-pray-love_16/index.html,51.32,5280.31
Deep Under (Walker Security #1),5,deep-under-walker-security-1_15/index.html,47.09,4845.09
Choosing Our Religion: The Spiritual Lives of America's Nones,4,choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,28.42,2924.13
Charlie and the Chocolate Factory (Charlie Bucket #1),3,charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,22.85,2351.04
Charity's Cross (Charles Towne Belles #4),1,charitys-cross-charles-towne-belles-4_12/index.html,41.24,4243.18
Bright Lines,5,bright-lines_11/index.html,39.07,4019.91
Bridget Jones's Diary (Bridget Jones #1),1,bridget-joness-diary-bridget-jones-1_10/index.html,29.82,3068.18
Bounty (Colorado Mountain #7),4,bounty-colorado-mountain-7_9/index.html,37.26,3833.68
Blood Defense (Samantha Brinkman #1),3,blood-defense-samantha-brinkman-1_8/index.html,20.3,2088.67
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",5,bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,34.65,3565.14
Beyond Good and Evil,1,beyond-good-and-evil_6/index.html,43.38,4463.37
Alice in Wonderland (Alice's Adventures in Wonderland #1),1,alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,55.53,5713.48
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",4,ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,57.06,5870.9
A Spy's Devotion (The Regency Spies of London #1),5,a-spys-devotion-the-regency-spies-of-london-1_3/index.html,16.97,1746.04
1st to Die (Women's Murder Club #1),1,1st-to-die-womens-murder-club-1_2/index.html,53.98,5554.0
"1,000 Places to See Before You Die",5,1000-places-to-see-before-you-die_1/index.html,26.08,2683.37
